D,R,P,compensation_coeff_U,compensation_coeff_R,v_pd,U_bg,gap_bd,gap_gd,f_bd
10.0,67.56170098671221,22.602143912431245,1.181725624449007,1.0063096230877573,40.60869897304072,24.13321693678323,0.26926456584884534,0.29287174184159015,0.15831544600193023
10.0,51.510062522705084,27.006415976034653,1.090060488489591,0.9616527187245006,30.34445106933182,23.811541740670485,0.0476056290204357,0.018386211532909265,0.171096022488815
10.0,74.4125165421393,35.74658455168543,1.1633955013309167,1.0475067090375518,38.14412739921404,20.54550213582533,0.23948083057272943,0.15687987854938937,0.03535411715408111
10.0,55.39410155321925,26.46128387607661,1.0617406678735188,0.9503492253465965,26.02740074588698,20.735201523548664,0.24475736664436207,0.15573330064206622,0.1244314227373947
10.0,56.775486835517555,30.284367518816488,1.1255803557739572,1.0294404747515078,21.916606314150904,23.964137897404672,0.18139261492401912,0.20013605990438826,0.06958620479103327
10.0,54.77536101041682,31.085720287586103,1.1893613304780357,1.024937908180232,17.58588551269508,22.2616083263412,0.13453659249693686,0.26599004337572624,0.053765587681143236
10.0,61.7649328679594,27.932212184622472,1.0824880500988179,0.9933043832221232,15.843779586178957,20.97059044363144,0.06569865866130871,0.003702496285162057,0.09965199569313993
10.0,60.31313934705207,23.432984127631507,1.131907176038764,0.9717362270872253,39.246157168444014,24.718555392182257,0.09967818019966142,0.11725220177368072,0.07938932457449344
10.0,63.72595705964596,36.835556339887084,1.178418918473863,0.9568042791258332,44.0062220164466,22.13906670898366,0.2825674844113889,0.19115159682484467,0.12103465725440143
10.0,77.46490127108417,20.996356418891974,1.057723806727578,0.9535975927029442,22.532371880412757,22.351477157383123,0.2632432252006914,0.21305211153188136,0.13728221556177136
10.0,91.50643828559649,34.15802201583059,1.0803238101186996,1.016742245157037,29.16059218893407,24.585337628427787,0.08526381859843123,0.19494742541820842,0.024653422421383176
10.0,92.3687561204136,39.25447199446185,1.0865942005196085,0.9525412699747202,24.600484813228583,20.77618994945251,0.05550962291520283,0.0730172555963886,0.16537705529142846
10.0,74.80602342419277,25.291194930355037,1.1774050167510102,0.9513409006977036,24.860513711041218,21.222683651074753,0.1472976453093949,0.08573813665192072,0.19162607518409566
10.0,85.64674626999759,24.171844658156914,1.1025923950223275,1.0251833796549685,47.1049870138371,23.673451977441687,0.14132177264663315,0.2829760522531255,0.06506704911248476
10.0,69.44991630463969,24.751261964947425,1.1917678615610365,1.022978041529124,23.145845438059645,24.776152492906505,0.19529783134803885,0.2512187677435793,0.0867386149549277
10.0,75.99327350609468,39.85961470131421,1.1861461048943283,0.9744151329214699,41.26577020508084,23.019568269427538,0.24064079960113247,0.10716004972329775,0.038171910308075874
10.0,51.36297647913007,32.30812874095899,1.1431642278658716,0.987431764703765,12.054080000977462,23.452439040510967,0.23556383036605638,0.29651510251481117,0.13076316623402004
10.0,56.07485167781566,28.609717110027542,1.186537732522323,0.9891373489727324,30.987300104197487,24.0079472724984,0.035791847864790755,0.17301660038032643,0.04441990139000034
10.0,76.63257455562726,39.40427737795384,1.090615278542599,0.9869191671206822,14.150640663775803,20.072185339187975,0.28788519455730743,0.11012772848620417,0.011137765873089699
10.0,95.05715563455371,29.394066072353233,1.1170032618816121,0.9797907093268906,11.943161262080865,21.063438047129402,0.008849402705594837,0.22660544876246583,0.09352767899553992
10.0,69.9407368931762,22.599978925735634,1.0929849382665342,1.0450995943752825,25.28001115427055,20.617392052170626,0.12227951072017687,0.049917991690166856,0.14880031497481475
10.0,81.07368457234233,21.534851090535554,1.0542274609959115,0.9968941332852286,27.363592039913552,21.10011356847356,0.29455950857572866,0.12533599419805208,0.01751092176772354
10.0,58.21469614101845,22.17893243687495,1.1157189908927396,1.0149038705995161,15.024616430498604,22.417686436742187,0.2776343394828612,0.08332887852704705,0.12637530052984736
10.0,62.110342911793985,37.7975500448928,1.1076601844261629,0.9847169338810513,35.35622880130442,23.099363968867195,0.030840274705020723,0.20280108037073927,0.006346987704439601
10.0,58.75016481748561,24.367247874632465,1.1411074274627158,1.0091695529766749,10.740008979108659,20.495309163931182,0.2651108795373417,0.14204375817274656,0.07633596232351231
10.0,90.72697166877111,20.46289620391944,1.1943107119395082,0.9634263126923371,23.63679642232491,24.823860204869945,0.2507163609588099,0.24213776054721758,0.154367131161892
10.0,70.52687580318619,33.12148817978435,1.0763807106945043,1.0185547128814592,33.97209030324604,21.587582151729446,0.07514713331242263,0.22874893941339952,0.07357150580993284
10.0,72.44469122109604,38.35239303232971,1.1099275195588147,0.9945394650706365,38.92546350134195,21.438704075260997,0.22111636585566605,0.0015977346623301677,0.15315777035322473
10.0,79.20180505742537,30.07370388925596,1.1116264566357483,1.0004668426085348,12.923293522648693,21.80122174086486,0.027300445179978754,0.2077189401444411,0.10870967076077497
10.0,84.8583337168179,36.21201507848403,1.122753771287375,0.9623223729164869,18.51725669546771,22.97390352304045,0.10994653920034429,0.017967611533811056,0.16768795104286965
10.0,73.62508732034881,23.328442676787642,1.1684643681197628,1.0436578871764612,40.14842718286472,21.025785991836248,0.043324505049745464,0.04362565493244602,0.17412339085254228
10.0,68.32300975052833,33.251735375357434,1.1624291243854759,0.9817696583400647,44.56949397086716,20.81500768920533,0.2248342767911214,0.13132468749304854,0.17847860344376798
10.0,68.9581697471864,36.735680905097524,1.094131990109536,1.0357045573666002,32.82962684843356,21.3893440882659,0.2995985156749898,0.16860108734642248,0.08345469756115986
10.0,61.446520829304625,25.577438464437346,1.1558665072854446,1.0195163952893282,41.06970466368545,20.038207167875317,0.14592121310647038,0.2711067323737809,0.05915619971466756
10.0,52.81809362767174,26.13306997852222,1.17045423899496,0.9670930318527897,20.302582176051033,23.54535476021521,0.15180395536121669,0.05345360380413399,0.1630934924525811
10.0,94.72108434211546,27.210778317806017,1.0553974475248198,0.985584188343554,16.813102666637093,20.596446769597794,0.1139845699729222,0.24482139081597923,0.01814944176967018
10.0,89.4355880917635,33.77188144496515,1.166046492821704,0.9697712715510541,19.83994737904529,21.92915193291902,0.03603429464691711,0.09563530557898144,0.028490000007552
10.0,78.52063161522682,34.422097882979976,1.193617815602426,0.9774001783881118,34.63772016113568,22.92987808891036,0.1311532666087477,0.2467541143935186,0.16818563735765396
10.0,79.50209515231327,32.45401322320109,1.084450672245015,1.0175617368160406,37.94790832154144,22.53628218485605,0.06025417685081156,0.13337545151811359,0.04710447288677616
10.0,89.89452629815506,36.13749924931539,1.1110925029040073,0.9913133216191798,48.89300385856967,24.402883632361828,0.13570142666422355,0.219042114133315,0.1840003069128906
10.0,53.335386730092864,32.7261983975848,1.0791602916629088,1.0402385278141928,13.805738170791345,20.29047302490096,0.1669488631524991,0.014934439754794849,0.19558377923833592
10.0,59.62874636450147,21.992834113557606,1.1242712450691474,1.0309982773778918,38.70783799805946,22.852294374183582,0.18548981602256245,0.21105682203972745,0.13447556009216652
10.0,80.67324276991715,24.555509112317218,1.0646079308827654,1.0059499116138204,30.439721769154197,21.854301197042734,0.057932845634388205,0.08939097161650986,0.09427456660812236
10.0,73.17070558319014,27.407040946515696,1.1979263396845343,1.037933404109202,11.218624885371527,23.1584566445056,0.2320349545330585,0.2544173169602433,0.01390466281467445
10.0,60.65521092045621,23.608239931850427,1.1022506939562184,1.0129477989631368,49.63514714372486,22.80905996550686,0.2531703603557334,0.23311337049182096,0.056121947500658576
10.0,98.63819226678906,22.837459763268527,1.1895317691495113,0.9686879362715383,48.37407885176469,21.685489234742615,0.17486321884801978,0.06630984802843762,0.02077397907426353
10.0,64.83179524435597,37.4206428840925,1.1649846046886956,0.9642449737799055,49.20157667283168,22.628510691763793,0.22767865255842953,0.09165341595192106,0.1899898986453538
10.0,59.25176042370124,22.20752073355012,1.175284785599933,1.0032800154878116,12.707296659233485,22.191410659613474,0.18605270868787596,0.2615355276252883,0.050399969756710385
10.0,95.8054822982528,33.946674659198095,1.1797864731090977,0.9982732242146594,17.810761216570818,20.364893055608494,0.2817003427529518,0.16033453779022852,0.04060747590074846
10.0,98.11878264164758,28.467554728681925,1.1041664125919008,0.9784554521320524,21.205080747061373,21.493772509753406,0.20668603549315484,0.02848264703990657,0.14554474060159042
10.0,64.01919160645389,21.083592917984625,1.075344766611935,0.9725585639551569,27.810687209998243,24.26340632483335,0.1253824214632959,0.20505005254946265,0.07154562433402452
10.0,57.90819226094038,38.712756946205296,1.0681580210369743,0.9807834315186017,13.41643325922488,21.5496928169349,0.004964585659168733,0.27694510009701295,0.0851345566098087
10.0,67.159311558388,30.563725436176856,1.150884818950029,1.0135094982785036,10.299833414072307,24.49688760521935,0.2725514990735749,0.07072467449952516,0.06049363380249898
10.0,85.23137418715336,20.23236607327666,1.1727291748388888,1.0366302118595696,35.6341132059309,20.164161641158348,0.09595273461664543,0.040914174824627156,0.03267749084569687
10.0,92.5007909994445,28.905349981183438,1.133711279719403,0.9822730679482349,16.679268757902342,22.330059967806687,0.0694165895255787,0.14887594914927693,0.12320583745088104
10.0,84.06715716779277,20.070242810487233,1.1368849222529496,1.0216847055415534,23.360495773771156,22.7329948727566,0.2743249137520731,0.009879836545645232,0.13213234264230897
10.0,96.22526523713852,36.51464252662414,1.072485052783715,1.0336109066799881,18.137757666090376,20.301664490468305,0.010787724672975639,0.07690734878263415,0.08181013852481711
10.0,81.83031592316752,29.53704099520568,1.0708595867464128,0.9836681991835718,42.652633868200034,23.605719034143196,0.07874458863419062,0.2861795067489777,0.10224413326487224
10.0,86.97920732536608,38.177021949963866,1.1571236257828044,1.0389013335530621,31.430770277184514,20.21447746811701,0.13841505060497597,0.23645949696942806,0.054487663300259295
10.0,88.98140861178786,26.278303220838907,1.13990715134591,1.0423055042269505,43.869644450756795,23.236952343357736,0.1620986247514967,0.23798061380783778,0.11583036152530378
10.0,91.39871131510297,23.8651043447275,1.0850933203623798,1.020258405886505,26.620921148406712,21.758477898392556,0.020617483311378863,0.18670213018868018,0.11289731492312892
10.0,93.79153098171184,39.085433786681854,1.1960676791898732,1.0025491233712063,20.67394696625368,23.410087663185315,0.2300852547230476,0.05956023480769526,0.0032223535255927597
10.0,83.7873502181732,35.88265208550659,1.1821314133247922,0.9929959466209081,46.38075149060462,23.12253602313279,0.19064633235830136,0.13871771379285905,0.06752899872425762
10.0,77.88218488251557,21.76877941912613,1.0738428450501034,0.9657694110726611,37.51068939713992,22.597103215083038,0.2924089073474847,0.054960434221243505,0.13886264881851765
10.0,53.85717628932077,26.635338963279295,1.121123451546339,0.9764873317825791,37.06930654236091,23.88859246705636,0.013681658943939587,0.036101699912925216,0.10086319412208052
10.0,99.03634753843988,31.871899289210543,1.1742520022523164,0.9594734183508896,25.856583906358704,20.431067464819087,0.16916812641468318,0.10006496585258733,0.08844312365203702
10.0,83.00731545232122,20.635742926267028,1.1008662657989225,0.958766405726746,15.430900884963616,21.98716798147197,0.1023168770454384,0.2606487246479796,0.17648201123668217
10.0,90.0809365443323,27.677873831907007,1.0772120845747464,1.0329557363398572,42.32416266892899,20.87768103051014,0.040587910698445924,0.19687044111275195,0.19821457644873278
10.0,65.66731494418624,38.51056677094927,1.0672652698733678,1.0019696451034559,26.987564811513817,23.587259116860135,0.1719828898385671,0.13628091201163692,0.11634183856820393
10.0,80.1126604134991,31.204259036219582,1.1298618472148338,0.9756594082920845,34.21490231513178,20.148874011634348,3.3133514489873674e-05,0.0782951808731673,0.06247375765613222
10.0,55.79667277188154,21.30762111222063,1.051928715481499,1.0487845525539001,46.580951810853364,21.61941639865388,0.08920459885876547,0.033696145423953563,0.0017457110275377727
10.0,82.78761615539047,31.705773732731917,1.1462263690776358,1.046877317539302,36.36029746392075,24.168708529551314,0.20790407871389854,0.28966175867999294,0.09170975479503017
10.0,66.75240954779369,25.01763718092552,1.1342745111892663,1.049047347548352,32.51220841891722,24.314582676958615,0.24848271053108065,0.16589528452858027,0.10690682417215894
10.0,88.08014399907151,34.335706441148346,1.1994048144062586,1.0087104341462818,44.96373022228986,24.524763150326912,0.023687609151281364,0.28159631437964,0.12862196520606559
10.0,54.131068871299746,29.869480016949392,1.153943706244489,1.0416442202652898,43.36926100564667,22.070576160093125,0.2182690708474406,0.2168919006006164,0.18350852801735296
10.0,70.0993897109526,32.011096912895994,1.0885996477249789,1.0072179777265242,34.95068174530639,24.99286706002803,0.11845851765780069,0.17486242588580858,0.150302273981061
10.0,97.32768708324635,39.7327079760754,1.1591181838248237,1.044120042243068,48.71776060613769,24.613062104555677,0.1273814914558439,0.17968719247770565,0.1870217640992608
10.0,82.04010021160123,35.042759399882996,1.1419318555751046,1.0150680940828827,20.864997823893678,23.949139155383882,0.0517486846404819,0.14597813797192746,0.0964328912705448
10.0,76.46609479169089,28.394754254331044,1.062848367672769,0.9905152649451666,31.716029923149478,22.04519921811721,0.1569716390512562,0.1852259124370149,0.11903565531905101
10.0,86.2293351195091,28.08145443725592,1.1693903451897898,1.028935548863648,10.942526982508276,20.925674725878665,0.11418833055201351,0.006816877315770677,0.005193251941747872
10.0,87.81243865995108,31.446315912621664,1.050966539490011,0.9609053144304888,29.602329597955105,22.235792612127717,0.07421163716756031,0.2573022760037972,0.0228636067912334
10.0,50.68111781212329,29.708842069360863,1.1844383928797737,1.0049383441616613,33.587213934410585,22.45010222836242,0.1992351225439578,0.03136988531772176,0.048646455783783606
10.0,71.13664738348498,33.463568715546955,1.1487584854013015,0.9548487327088073,18.9170843245413,24.667744287553756,0.10628120422003944,0.10313476202430605,0.03063967658421453
10.0,75.3822885397113,32.972391424883746,1.1285025340271677,1.0261606758897508,28.44241246307427,23.71973215072229,0.19284665101616952,0.2759140049595348,0.00823381075670016
