D,R,compensation_coeff_A,compensation_coeff_B,v_pd,A_bg,gap_bd,gap_gd,f_bd
25.0,166.66431157158047,1.1676849453926255,1.0427927051034773,20.79449606499014,35.266287629703186,0.17209745809846208,0.136575814344922,0.1459515736718233
25.0,157.59708021298488,1.3434030458255206,1.0171454400156301,38.01986883429683,38.09364922391376,0.04733122750248449,0.24891941651585753,0.08576024693356293
25.0,176.47474380862906,1.116030256293214,0.9642344417195243,23.150415739278145,38.36171740587171,0.2157269011482643,0.21160085204887694,0.15289858186263772
25.0,168.99050480857574,1.1426214060569355,1.0272164955403018,12.809861270284228,38.48713434230098,0.15568883867405459,0.11913297500629877,0.11238934844685454
25.0,162.68969435254823,1.313102495804766,0.9992114827534594,18.179447383348506,40.49297988283689,0.2750919961410958,0.14559010118405932,0.006212593693697627
25.0,148.9670611211032,1.2482247034840823,0.9887360163379497,27.173236513909355,37.826463850182634,0.027495294448041663,0.29561008162384794,0.11568033713419142
25.0,142.37536489877226,1.3176423225593306,1.030625204598792,40.000154421946625,41.03958215271156,0.2384698437963726,0.24570930158215237,0.003163185125074452
25.0,178.76364203386507,1.376498765883864,1.008954154623982,43.75589703426634,31.88385946052695,0.21932984585646084,0.15039137844178116,0.12554116941863905
25.0,127.95895533092741,1.2140593155575226,0.9526855856664557,26.15136777284785,34.25856813255053,0.03681165404252645,0.04003691061406995,0.17929996589425268
25.0,129.6510182604594,1.2457497987525898,0.9573999165259054,40.94601086764627,36.62297152275454,0.1975448489714755,0.11038873773179327,0.05648971378354411
25.0,137.44750075112245,1.1909069526076284,1.0263586848046145,30.192953900874752,35.039380910744875,0.050275528724530415,0.06294530992067056,0.10801844058272864
25.0,125.16868175569549,1.3975374705209453,1.0031232040687534,43.04118729279763,40.81004492193286,0.09259828923101208,0.09413843132679522,0.11929813140565731
25.0,199.3895137921132,1.2092923819802668,1.0076506659187385,27.363289470280947,37.89927660286201,0.2764392930747502,0.17445492528082213,0.16574105429576214
25.0,181.6529891952803,1.2225297724426576,1.0499225905854566,34.04913426225215,40.366465624793044,0.24436500421410814,0.026915586724815678,0.11687234385876427
25.0,150.84728754729088,1.1332337297279875,1.04405584935486,26.61735720735409,41.57579803480241,0.26317534305258616,0.11170102557630564,0.18363798168959314
25.0,125.9060162838614,1.3698928198084275,0.9709412584772397,15.05964782470441,42.822695268383484,0.10311105917273182,0.2092145093377496,0.13831414366491288
25.0,165.32210699740847,1.2181469834188796,1.012167542542016,34.73515259424019,41.670987840515885,0.014252851899689636,0.18883329794542364,0.07485806314898451
25.0,136.56517822455712,1.2503278199132382,0.9807194145131654,49.45605014104845,37.73712285214429,0.10113360351680961,0.09070905466719688,0.0013278758549200387
25.0,192.5293844076781,1.0775535394541078,1.009793204851515,39.86807388852897,41.229318344201324,0.05611781092465299,0.1947205072484459,0.04272517031731733
25.0,133.81104064078932,1.1886876483270885,0.9681987801547491,28.884045789083352,40.21096416979207,0.1188599746345143,0.25342455404338177,0.03382113919441523
25.0,179.71379851784107,1.3868375908279726,0.9715119379423386,20.299932169224213,32.40560374728205,0.041894566751271144,0.07175824652025928,0.012937046346583837
25.0,199.91493706894784,1.1824811856904316,1.020576412354827,37.05978838139171,43.126769940083264,0.1335269059932728,0.003477314013113348,0.1675726848109257
25.0,169.215926052877,1.067836744337831,0.9673684315044251,46.14381889294533,38.876800121840446,0.2954959531424553,0.027768696835356883,0.03670420974874702
25.0,198.470378499474,1.065894789023844,0.9985529509570682,25.158326515686127,36.864901328892486,0.06468456516099262,0.23441802432334205,0.07859329154528708
25.0,143.55358337295252,1.0783018053980404,1.0338496550778915,39.07541154992097,41.333630752470185,0.04399505278213222,0.037860572143367945,0.10680686381662033
25.0,154.92137856130347,1.1551794623483758,1.0458833036115598,36.06185224341,37.530889104794944,0.2589043969985287,0.16868485461953478,0.08843948124289532
25.0,144.43774303771914,1.1071286756130523,0.9731379984088224,28.478347927975566,34.866867465106985,0.24988146768364516,0.056134503323134764,0.1461119965046571
25.0,124.17985288016042,1.0913799165242295,1.0160358657369426,47.227481527034584,42.5251464820528,0.03302377756416783,0.10287660127824524,0.018213625945116083
